DBN,Category,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic
03M860,Poverty,s,s,34,0.68,14,0.28
03M860,Reside in temporary housing,s,s,9,0.75,s,s
03M860,Students with Disabilities,s,s,13,0.7647058823529411,s,s
03M862,All Students,22,0.06376811594202898,91,0.263768115942029,128,0.3710144927536232
03M862,Attend school outside district of residence,s,s,31,0.22962962962962963,68,0.5037037037037037
03M862,Poverty,22,0.06376811594202898,91,0.263768115942029,128,0.3710144927536232
04M825,English Language Learners,s,s,s,s,18,0.8571428571428571
03M862,Students with Disabilities,s,s,16,0.25,27,0.421875
04M007,All Students,s,s,99,0.2877906976744186,215,0.625
04M007,Attend school outside district of residence,s,s,32,0.34782608695652173,54,0.5869565217391305
04M007,English Language Learners,s,s,s,s,34,0.7391304347826086
04M007,Poverty,s,s,99,0.2877906976744186,215,0.625
04M007,Reside in temporary housing,s,s,21,0.2441860465116279,62,0.7209302325581395
04M007,Students with Disabilities,s,s,39,0.4105263157894737,52,0.5473684210526316
04M012,All Students,193,0.34402852049910876,139,0.24777183600713013,109,0.19429590017825313
04M012,Attend school outside district of residence,168,0.3373493975903614,127,0.25502008032128515,90,0.18072289156626506
04M012,English Language Learners,s,s,s,s,s,s
04M038,Students with Disabilities,s,s,19,0.30158730158730157,40,0.6349206349206349
04M012,Poverty,106,0.40304182509505704,69,0.2623574144486692,58,0.22053231939163498
04M012,Reside in temporary housing,6,0.46153846153846156,s,s,s,s
04M012,Students with Disabilities,s,s,11,0.3793103448275862,10,0.3448275862068966
25Q130,English Language Learners,45,0.9574468085106383,s,s,s,s
04M037,All Students,s,s,83,0.4368421052631579,102,0.5368421052631579
04M037,Attend school outside district of residence,s,s,63,0.5478260869565217,50,0.43478260869565216
04M037,English Language Learners,s,s,s,s,8,0.8888888888888888
04M037,Poverty,s,s,67,0.4240506329113924,89,0.5632911392405063
04M037,Reside in temporary housing,s,s,14,0.4375,18,0.5625
04M037,Students with Disabilities,s,s,20,0.425531914893617,27,0.574468085106383
04M038,All Students,9,0.04,76,0.3377777777777778,133,0.5911111111111111
04M038,Attend school outside district of residence,s,s,7,0.2692307692307692,17,0.6538461538461539
04M038,English Language Learners,s,s,s,s,19,0.7916666666666666
04M038,Poverty,7,0.03255813953488372,74,0.34418604651162793,129,0.6
04M038,Reside in temporary housing,s,s,28,0.3684210526315789,42,0.5526315789473685
04M050,All Students,s,s,130,0.4513888888888889,152,0.5277777777777778
04M050,Attend school outside district of residence,s,s,20,0.37735849056603776,33,0.6226415094339622
04M050,English Language Learners,s,s,s,s,23,0.8214285714285714
04M050,Poverty,s,s,130,0.4513888888888889,152,0.5277777777777778
04M050,Reside in temporary housing,s,s,48,0.6075949367088608,29,0.3670886075949367
04M050,Students with Disabilities,s,s,43,0.5180722891566265,39,0.46987951807228917
04M057,All Students,33,0.04049079754601227,203,0.249079754601227,553,0.6785276073619632
04M057,Attend school outside district of residence,12,0.06521739130434782,42,0.22826086956521738,126,0.6847826086956522
04M057,English Language Learners,s,s,s,s,100,0.9433962264150944
04M057,Poverty,33,0.04049079754601227,203,0.249079754601227,553,0.6785276073619632
04M057,Reside in temporary housing,s,s,53,0.25728155339805825,143,0.6941747572815534
04M057,Students with Disabilities,s,s,56,0.25112107623318386,158,0.7085201793721974
04M377,English Language Learners,s,s,s,s,14,0.8235294117647058
04M072,All Students,s,s,76,0.12794612794612795,494,0.8316498316498316
04M072,Attend school outside district of residence,s,s,22,0.11764705882352941,159,0.8502673796791443
04M072,English Language Learners,s,s,s,s,64,0.927536231884058
04M072,Poverty,s,s,66,0.11913357400722022,470,0.8483754512635379
04M072,Reside in temporary housing,s,s,19,0.11515151515151516,143,0.8666666666666667
05M030,Students with Disabilities,s,s,36,0.45569620253164556,38,0.4810126582278481
04M072,Students with Disabilities,s,s,21,0.15,117,0.8357142857142857
04M083,All Students,54,0.12826603325415678,87,0.20665083135391923,266,0.6318289786223278
04M083,Attend school outside district of residence,6,0.05504587155963303,26,0.23853211009174313,72,0.6605504587155964
04M083,English Language Learners,13,0.325,s,s,22,0.55
04M083,Poverty,46,0.12137203166226913,75,0.19788918205804748,245,0.6464379947229552
04M083,Reside in temporary housing,s,s,14,0.2692307692307692,34,0.6538461538461539
04M083,Students with Disabilities,s,s,25,0.28735632183908044,58,0.6666666666666666
29Q283,English Language Learners,s,s,s,s,s,s
04M096,All Students,s,s,118,0.2675736961451247,299,0.6780045351473923
04M096,Attend school outside district of residence,s,s,22,0.3013698630136986,50,0.684931506849315
04M096,English Language Learners,s,s,9,0.10975609756097561,68,0.8292682926829268
04M096,Poverty,s,s,118,0.2675736961451247,299,0.6780045351473923
04M096,Reside in temporary housing,s,s,22,0.25,62,0.7045454545454546
04M096,Students with Disabilities,s,s,50,0.35714285714285715,85,0.6071428571428571
04M102,All Students,19,0.0708955223880597,83,0.30970149253731344,149,0.5559701492537313
04M102,Attend school outside district of residence,6,0.08955223880597014,16,0.23880597014925373,39,0.582089552238806
04M102,English Language Learners,s,s,s,s,28,0.8
04M102,Poverty,18,0.07692307692307693,77,0.32905982905982906,131,0.5598290598290598
04M102,Reside in temporary housing,s,s,6,0.2727272727272727,15,0.6818181818181818
04M102,Students with Disabilities,s,s,20,0.2898550724637681,43,0.6231884057971014
04M108,All Students,32,0.05545927209705372,165,0.28596187175043325,366,0.634315424610052
04M108,Attend school outside district of residence,s,s,34,0.2764227642276423,81,0.6585365853658537
04M108,English Language Learners,11,0.14285714285714285,s,s,61,0.7922077922077922
04M108,Poverty,32,0.05545927209705372,165,0.28596187175043325,366,0.634315424610052
04M108,Reside in temporary housing,7,0.06862745098039216,35,0.3431372549019608,58,0.5686274509803921
04M108,Students with Disabilities,s,s,46,0.2822085889570552,110,0.6748466257668712
04M112,All Students,9,0.02922077922077922,65,0.21103896103896103,210,0.6818181818181818
04M112,Attend school outside district of residence,s,s,16,0.21052631578947367,42,0.5526315789473685
04M112,English Language Learners,s,s,s,s,59,0.8676470588235294
04M112,Poverty,9,0.02922077922077922,65,0.21103896103896103,210,0.6818181818181818
04M112,Reside in temporary housing,s,s,6,0.13636363636363635,35,0.7954545454545454
04M112,Students with Disabilities,s,s,19,0.16666666666666666,80,0.7017543859649122
04M146,All Students,9,0.02608695652173913,89,0.2579710144927536,238,0.6898550724637681
04M146,Attend school outside district of residence,s,s,15,0.23809523809523808,47,0.746031746031746
04M146,English Language Learners,7,0.0958904109589041,s,s,61,0.8356164383561644
04M146,Poverty,9,0.027522935779816515,84,0.25688073394495414,225,0.6880733944954128
04M146,Reside in temporary housing,s,s,31,0.34065934065934067,59,0.6483516483516484
04M146,Students with Disabilities,s,s,39,0.2582781456953642,109,0.7218543046357616
04M155,All Students,s,s,36,0.11145510835913312,280,0.8668730650154799
04M155,Attend school outside district of residence,s,s,8,0.09411764705882353,74,0.8705882352941177
04M155,English Language Learners,s,s,s,s,135,0.9854014598540146
04M155,Poverty,s,s,36,0.11180124223602485,279,0.8664596273291926
04M155,Reside in temporary housing,s,s,11,0.25,33,0.75
04M155,Students with Disabilities,s,s,10,0.08849557522123894,103,0.911504424778761
04M171,All Students,35,0.05007153075822604,180,0.2575107296137339,446,0.6380543633762518
04M377,Poverty,s,s,74,0.4539877300613497,86,0.5276073619631901
04M171,Attend school outside district of residence,s,s,66,0.3055555555555556,137,0.6342592592592593
04M171,English Language Learners,7,0.35,s,s,12,0.6
04M171,Poverty,35,0.05007153075822604,180,0.2575107296137339,446,0.6380543633762518
04M171,Reside in temporary housing,s,s,22,0.3333333333333333,41,0.6212121212121212
04M171,Students with Disabilities,s,s,45,0.2980132450331126,97,0.6423841059602649
04M182,All Students,s,s,26,0.07386363636363637,321,0.9119318181818182
04M182,Attend school outside district of residence,s,s,7,0.08139534883720931,76,0.8837209302325582
04M182,English Language Learners,s,s,s,s,124,0.992
04M182,Poverty,s,s,23,0.06865671641791045,310,0.9253731343283582
04M182,Reside in temporary housing,s,s,s,s,48,0.9795918367346939
04M182,Students with Disabilities,s,s,6,0.07317073170731707,76,0.926829268292683
04M206,All Students,19,0.03925619834710744,126,0.2603305785123967,295,0.609504132231405
05M318,English Language Learners,s,s,s,s,s,s
04M206,Attend school outside district of residence,s,s,21,0.22340425531914893,47,0.5
04M206,English Language Learners,s,s,8,0.11940298507462686,51,0.7611940298507462
04M206,Poverty,19,0.03925619834710744,126,0.2603305785123967,295,0.609504132231405
04M206,Reside in temporary housing,s,s,16,0.3076923076923077,35,0.6730769230769231
04M206,Students with Disabilities,s,s,42,0.22105263157894736,121,0.6368421052631579
04M224,All Students,s,s,60,0.3614457831325301,84,0.5060240963855421
04M224,Attend school outside district of residence,s,s,46,0.4791666666666667,36,0.375
04M224,English Language Learners,s,s,s,s,s,s
04M224,Poverty,s,s,60,0.3614457831325301,84,0.5060240963855421
04M224,Reside in temporary housing,s,s,6,0.46153846153846156,6,0.46153846153846156
04M224,Students with Disabilities,s,s,9,0.28125,20,0.625
05M148,English Language Learners,s,s,s,s,s,s
04M372,All Students,s,s,43,0.17131474103585656,199,0.7928286852589641
04M372,Attend school outside district of residence,s,s,9,0.13636363636363635,55,0.8333333333333334
04M372,English Language Learners,s,s,s,s,62,0.96875
04M372,Poverty,s,s,41,0.1752136752136752,184,0.7863247863247863
04M372,Reside in temporary housing,s,s,7,0.1590909090909091,34,0.7727272727272727
04M372,Students with Disabilities,s,s,17,0.20987654320987653,63,0.7777777777777778
04M375,All Students,14,0.05166051660516605,106,0.39114391143911437,141,0.5202952029520295
04M375,Attend school outside district of residence,s,s,21,0.3684210526315789,35,0.6140350877192983
04M375,English Language Learners,s,s,s,s,18,0.6923076923076923
04M375,Poverty,14,0.053231939163498096,101,0.3840304182509506,138,0.5247148288973384
04M375,Reside in temporary housing,s,s,31,0.34831460674157305,54,0.6067415730337079
04M375,Students with Disabilities,7,0.07777777777777778,38,0.4222222222222222,45,0.5
04M377,All Students,s,s,74,0.4539877300613497,86,0.5276073619631901
04M377,Attend school outside district of residence,s,s,21,0.4772727272727273,22,0.5
04M377,Reside in temporary housing,s,s,13,0.48148148148148145,14,0.5185185185185185
04M377,Students with Disabilities,s,s,27,0.47368421052631576,27,0.47368421052631576
04M381,All Students,s,s,31,0.28703703703703703,67,0.6203703703703703
04M381,Attend school outside district of residence,s,s,10,0.3333333333333333,18,0.6
04M381,English Language Learners,s,s,s,s,18,0.8181818181818182
04M381,Poverty,s,s,31,0.28703703703703703,67,0.6203703703703703
04M381,Reside in temporary housing,s,s,12,0.5,9,0.375
04M381,Students with Disabilities,s,s,11,0.28205128205128205,27,0.6923076923076923
04M406,All Students,s,s,63,0.40384615384615385,88,0.5641025641025641
04M406,Attend school outside district of residence,s,s,29,0.4915254237288136,29,0.4915254237288136
04M406,English Language Learners,s,s,s,s,14,0.8235294117647058
04M406,Poverty,s,s,63,0.40384615384615385,88,0.5641025641025641
04M406,Reside in temporary housing,s,s,10,0.4,14,0.56
04M406,Students with Disabilities,s,s,23,0.38333333333333336,37,0.6166666666666667
08X014,English Language Learners,s,s,s,s,24,0.7741935483870968
04M497,All Students,18,0.09836065573770492,39,0.21311475409836064,51,0.2786885245901639
04M497,Attend school outside district of residence,15,0.10638297872340426,35,0.24822695035460993,29,0.20567375886524822
04M497,English Language Learners,s,s,s,s,s,s
04M497,Poverty,s,s,20,0.3448275862068966,28,0.4827586206896552
04M497,Reside in temporary housing,s,s,s,s,s,s
04M497,Students with Disabilities,s,s,9,0.2903225806451613,12,0.3870967741935484
04M610,All Students,13,0.08074534161490683,38,0.2360248447204969,103,0.639751552795031
04M610,Attend school outside district of residence,s,s,23,0.3108108108108108,44,0.5945945945945946
04M610,English Language Learners,s,s,s,s,s,s
04M610,Poverty,13,0.09285714285714286,32,0.22857142857142856,91,0.65
04M610,Reside in temporary housing,s,s,s,s,6,0.6
04M610,Students with Disabilities,s,s,12,0.2857142857142857,30,0.7142857142857143
07X179,English Language Learners,s,s,7,0.06306306306306306,102,0.918918918918919
04M825,All Students,12,0.05150214592274678,68,0.2918454935622318,150,0.6437768240343348
04M825,Attend school outside district of residence,s,s,21,0.3888888888888889,32,0.5925925925925926
04M825,Poverty,12,0.05150214592274678,68,0.2918454935622318,150,0.6437768240343348
04M825,Reside in temporary housing,s,s,16,0.43243243243243246,19,0.5135135135135135
04M825,Students with Disabilities,s,s,16,0.2711864406779661,40,0.6779661016949152
04M964,All Students,18,0.054878048780487805,97,0.29573170731707316,105,0.3201219512195122
04M964,Attend school outside district of residence,11,0.04564315352697095,74,0.3070539419087137,69,0.2863070539419087
04M964,English Language Learners,s,s,s,s,s,s
04M964,Poverty,18,0.054878048780487805,97,0.29573170731707316,105,0.3201219512195122
04M964,Reside in temporary housing,s,s,7,0.5384615384615384,s,s
04M964,Students with Disabilities,s,s,26,0.3291139240506329,33,0.4177215189873418
05M030,All Students,s,s,124,0.4732824427480916,120,0.4580152671755725
05M030,Attend school outside district of residence,s,s,24,0.47058823529411764,23,0.45098039215686275
05M030,English Language Learners,s,s,s,s,19,0.7037037037037037
05M030,Poverty,s,s,113,0.46887966804979253,111,0.4605809128630705
05M030,Reside in temporary housing,s,s,32,0.47761194029850745,28,0.417910447761194
05M036,All Students,s,s,184,0.467005076142132,196,0.49746192893401014
05M036,Attend school outside district of residence,s,s,51,0.6144578313253012,28,0.3373493975903614
05M036,English Language Learners,s,s,s,s,32,0.9696969696969697
05M036,Poverty,s,s,163,0.4657142857142857,176,0.5028571428571429
05M036,Reside in temporary housing,s,s,35,0.6140350877192983,21,0.3684210526315789
05M036,Students with Disabilities,s,s,47,0.41228070175438597,63,0.5526315789473685
05M046,All Students,s,s,363,0.5,344,0.4738292011019284
05M046,Attend school outside district of residence,s,s,35,0.5645161290322581,25,0.4032258064516129
05M046,English Language Learners,s,s,16,0.23529411764705882,49,0.7205882352941176
05M046,Poverty,s,s,333,0.4992503748125937,316,0.4737631184407796
05M046,Reside in temporary housing,s,s,68,0.5354330708661418,58,0.4566929133858268
05M046,Students with Disabilities,s,s,84,0.4375,100,0.5208333333333334
05M092,All Students,s,s,164,0.6119402985074627,93,0.34701492537313433
05M092,Attend school outside district of residence,s,s,25,0.6756756756756757,12,0.32432432432432434
05M092,English Language Learners,s,s,s,s,23,0.6571428571428571
05M092,Poverty,s,s,157,0.6181102362204725,89,0.35039370078740156
05M092,Reside in temporary housing,s,s,42,0.5915492957746479,25,0.352112676056338
05M092,Students with Disabilities,s,s,42,0.5526315789473685,33,0.4342105263157895
05M123,All Students,8,0.015384615384615385,271,0.5211538461538462,213,0.4096153846153846
05M123,Attend school outside district of residence,s,s,57,0.6,30,0.3157894736842105
05M123,English Language Learners,s,s,26,0.2708333333333333,53,0.5520833333333334
05M123,Poverty,8,0.017699115044247787,234,0.5176991150442478,190,0.42035398230088494
05M123,Reside in temporary housing,s,s,101,0.608433734939759,56,0.3373493975903614
05M123,Students with Disabilities,s,s,71,0.5966386554621849,46,0.3865546218487395
05M125,All Students,10,0.052083333333333336,87,0.453125,82,0.4270833333333333
05M125,Attend school outside district of residence,s,s,13,0.41935483870967744,14,0.45161290322580644
05M125,English Language Learners,6,0.23076923076923078,s,s,14,0.5384615384615384
05M125,Poverty,6,0.037037037037037035,78,0.48148148148148145,73,0.4506172839506173
05M125,Reside in temporary housing,s,s,14,0.42424242424242425,18,0.5454545454545454
06M152,Attend school outside district of residence,s,s,s,s,39,0.975
05M125,Students with Disabilities,s,s,22,0.4489795918367347,24,0.4897959183673469
05M129,All Students,11,0.024886877828054297,186,0.42081447963800905,225,0.5090497737556561
05M129,Attend school outside district of residence,s,s,50,0.4716981132075472,51,0.4811320754716981
05M129,English Language Learners,s,s,7,0.1346153846153846,37,0.7115384615384616
05M129,Poverty,11,0.028423772609819122,156,0.40310077519379844,204,0.5271317829457365
05M129,Reside in temporary housing,6,0.0625,30,0.3125,56,0.5833333333333334
05M129,Students with Disabilities,s,s,28,0.32558139534883723,53,0.6162790697674418
05M133,All Students,s,s,95,0.521978021978022,65,0.35714285714285715
05M133,Attend school outside district of residence,s,s,15,0.4411764705882353,15,0.4411764705882353
05M133,English Language Learners,s,s,s,s,6,0.5
05M133,Poverty,8,0.04878048780487805,88,0.5365853658536586,58,0.35365853658536583
05M133,Reside in temporary housing,s,s,28,0.4745762711864407,29,0.4915254237288136
05M133,Students with Disabilities,s,s,24,0.4,27,0.45
05M148,All Students,s,s,145,0.7435897435897436,46,0.2358974358974359
05M148,Attend school outside district of residence,s,s,81,0.7232142857142857,29,0.25892857142857145
05M148,Poverty,s,s,103,0.7573529411764706,31,0.22794117647058823
05M148,Reside in temporary housing,s,s,18,0.8181818181818182,s,s
05M148,Students with Disabilities,s,s,33,0.717391304347826,12,0.2608695652173913
05M154,All Students,11,0.03806228373702422,159,0.5501730103806228,100,0.3460207612456747
05M154,Attend school outside district of residence,s,s,21,0.525,14,0.35
05M154,English Language Learners,s,s,8,0.16666666666666666,28,0.5833333333333334
05M154,Poverty,11,0.039285714285714285,152,0.5428571428571428,98,0.35
05M154,Reside in temporary housing,s,s,35,0.5303030303030303,23,0.3484848484848485
05M154,Students with Disabilities,s,s,39,0.6190476190476191,18,0.2857142857142857
05M161,All Students,29,0.03265765765765766,162,0.18243243243243243,681,0.7668918918918919
05M161,Attend school outside district of residence,8,0.03278688524590164,25,0.10245901639344263,210,0.860655737704918
05M161,English Language Learners,18,0.07531380753138076,7,0.029288702928870293,210,0.8786610878661087
05M161,Poverty,28,0.03349282296650718,150,0.17942583732057416,642,0.7679425837320574
05M161,Reside in temporary housing,s,s,34,0.1691542288557214,159,0.7910447761194029
05M161,Students with Disabilities,s,s,56,0.28717948717948716,137,0.7025641025641025
05M175,All Students,s,s,217,0.6308139534883721,103,0.29941860465116277
05M175,Attend school outside district of residence,s,s,34,0.723404255319149,11,0.23404255319148937
05M175,English Language Learners,s,s,9,0.2,20,0.4444444444444444
05M175,Poverty,s,s,206,0.6242424242424243,100,0.30303030303030304
05M175,Reside in temporary housing,6,0.06382978723404255,64,0.6808510638297872,23,0.24468085106382978
05M175,Students with Disabilities,s,s,53,0.6883116883116883,22,0.2857142857142857
05M194,All Students,s,s,99,0.5294117647058824,72,0.3850267379679144
05M194,Attend school outside district of residence,s,s,6,0.46153846153846156,6,0.46153846153846156
05M194,English Language Learners,s,s,7,0.1891891891891892,25,0.6756756756756757
05M194,Poverty,s,s,95,0.5307262569832403,69,0.3854748603351955
05M194,Reside in temporary housing,s,s,37,0.5362318840579711,24,0.34782608695652173
05M194,Students with Disabilities,s,s,23,0.46938775510204084,22,0.4489795918367347
05M197,All Students,s,s,176,0.624113475177305,92,0.3262411347517731
05M197,Attend school outside district of residence,s,s,31,0.6326530612244898,17,0.3469387755102041
05M197,English Language Learners,s,s,s,s,12,0.6666666666666666
05M197,Poverty,s,s,157,0.6085271317829457,90,0.3488372093023256
05M197,Reside in temporary housing,s,s,43,0.6417910447761194,23,0.34328358208955223
05M197,Students with Disabilities,s,s,62,0.7126436781609196,23,0.26436781609195403
05M200,All Students,s,s,239,0.5370786516853933,183,0.41123595505617977
05M200,Attend school outside district of residence,s,s,34,0.6296296296296297,18,0.3333333333333333
05M200,English Language Learners,s,s,8,0.14814814814814814,41,0.7592592592592593
05M200,Poverty,s,s,206,0.5378590078328982,160,0.4177545691906005
05M200,Reside in temporary housing,s,s,67,0.5,60,0.44776119402985076
05M200,Students with Disabilities,s,s,55,0.47413793103448276,54,0.46551724137931033
05M286,All Students,s,s,91,0.5909090909090909,60,0.38961038961038963
05M286,Attend school outside district of residence,s,s,21,0.7241379310344828,7,0.2413793103448276
05M286,English Language Learners,s,s,s,s,8,0.8888888888888888
05M286,Poverty,s,s,91,0.5909090909090909,60,0.38961038961038963
05M286,Students with Disabilities,s,s,36,0.6206896551724138,21,0.3620689655172414
05M302,All Students,9,0.05806451612903226,82,0.5290322580645161,61,0.3935483870967742
05M302,Attend school outside district of residence,s,s,15,0.75,s,s
05M302,English Language Learners,6,0.2727272727272727,s,s,14,0.6363636363636364
05M302,Poverty,9,0.05806451612903226,82,0.5290322580645161,61,0.3935483870967742
05M302,Reside in temporary housing,s,s,22,0.5238095238095238,19,0.4523809523809524
05M302,Students with Disabilities,s,s,28,0.6086956521739131,16,0.34782608695652173
05M318,All Students,s,s,172,0.7853881278538812,31,0.1415525114155251
05M318,Attend school outside district of residence,s,s,75,0.8620689655172413,6,0.06896551724137931
05M318,Poverty,s,s,145,0.7837837837837838,25,0.13513513513513514
05M318,Reside in temporary housing,s,s,28,0.717948717948718,s,s
05M318,Students with Disabilities,s,s,28,0.8484848484848485,s,s
05M362,All Students,34,0.11724137931034483,67,0.23103448275862068,107,0.3689655172413793
05M499,Poverty,s,s,174,0.7467811158798283,47,0.2017167381974249
05M362,Attend school outside district of residence,29,0.12946428571428573,38,0.16964285714285715,88,0.39285714285714285
05M362,English Language Learners,s,s,s,s,s,s
05M362,Poverty,15,0.11278195488721804,34,0.2556390977443609,70,0.5263157894736842
05M362,Reside in temporary housing,s,s,s,s,s,s
05M362,Students with Disabilities,s,s,14,0.4,15,0.42857142857142855
05M410,All Students,s,s,74,0.6851851851851852,30,0.2777777777777778
05M410,Attend school outside district of residence,s,s,12,0.7058823529411765,s,s
05M410,English Language Learners,s,s,s,s,s,s
05M410,Poverty,s,s,74,0.6851851851851852,30,0.2777777777777778
05M410,Reside in temporary housing,s,s,12,0.8,s,s
05M410,Students with Disabilities,s,s,32,0.7441860465116279,11,0.2558139534883721
05M499,All Students,s,s,207,0.7554744525547445,55,0.20072992700729927
05M499,Attend school outside district of residence,s,s,68,0.8831168831168831,6,0.07792207792207792
05M499,English Language Learners,s,s,7,0.3684210526315789,7,0.3684210526315789
05M499,Reside in temporary housing,s,s,48,0.8888888888888888,s,s
05M499,Students with Disabilities,s,s,38,0.7307692307692307,13,0.25
05M514,All Students,s,s,112,0.5233644859813084,91,0.4252336448598131
05M514,Attend school outside district of residence,s,s,26,0.6842105263157895,9,0.23684210526315788
05M514,English Language Learners,s,s,s,s,18,0.782608695652174
05M514,Poverty,s,s,112,0.5233644859813084,91,0.4252336448598131
05M514,Reside in temporary housing,s,s,21,0.5384615384615384,15,0.38461538461538464
05M514,Students with Disabilities,s,s,40,0.547945205479452,31,0.4246575342465753
05M517,All Students,16,0.06451612903225806,99,0.39919354838709675,71,0.2862903225806452
05M517,Attend school outside district of residence,7,0.059322033898305086,31,0.2627118644067797,36,0.3050847457627119
05M517,English Language Learners,s,s,s,s,6,1
05M517,Poverty,s,s,61,0.5258620689655172,46,0.39655172413793105
05M517,Reside in temporary housing,s,s,8,0.47058823529411764,7,0.4117647058823529
05M517,Students with Disabilities,s,s,15,0.46875,14,0.4375
05M670,All Students,s,s,120,0.7272727272727273,40,0.24242424242424243
06M018,Students with Disabilities,s,s,s,s,71,0.9466666666666667
05M670,Attend school outside district of residence,s,s,45,0.8181818181818182,9,0.16363636363636364
05M670,English Language Learners,s,s,s,s,s,s
05M670,Poverty,s,s,87,0.6904761904761905,35,0.2777777777777778
05M670,Reside in temporary housing,s,s,16,0.8888888888888888,s,s
05M670,Students with Disabilities,s,s,23,0.8214285714285714,s,s
06M004,All Students,s,s,50,0.07849293563579278,577,0.9058084772370487
06M004,Attend school outside district of residence,s,s,12,0.2,48,0.8
06M004,English Language Learners,s,s,s,s,256,0.9660377358490566
06M004,Poverty,s,s,50,0.07849293563579278,577,0.9058084772370487
06M004,Reside in temporary housing,s,s,8,0.11594202898550725,61,0.8840579710144928
06M004,Students with Disabilities,s,s,11,0.0873015873015873,114,0.9047619047619048
06M005,All Students,6,0.010309278350515464,32,0.054982817869415807,538,0.9243986254295533
06M005,Attend school outside district of residence,s,s,s,s,32,0.9411764705882353
06M005,English Language Learners,s,s,s,s,282,0.9757785467128027
06M005,Poverty,6,0.010309278350515464,32,0.054982817869415807,538,0.9243986254295533
06M005,Reside in temporary housing,s,s,s,s,73,0.9358974358974359
06M005,Students with Disabilities,s,s,10,0.09259259259259259,96,0.8888888888888888
06M209,Students with Disabilities,s,s,s,s,30,0.8333333333333334
06M008,All Students,s,s,18,0.03501945525291829,492,0.9571984435797666
06M008,Attend school outside district of residence,s,s,s,s,39,0.975
06M008,English Language Learners,s,s,s,s,170,0.9714285714285714
06M008,Poverty,s,s,15,0.030364372469635626,475,0.9615384615384616
06M008,Reside in temporary housing,s,s,s,s,37,0.9736842105263158
06M008,Students with Disabilities,s,s,s,s,81,0.9418604651162791
06M018,All Students,s,s,s,s,382,0.9670886075949368
06M018,Attend school outside district of residence,s,s,s,s,96,1
06M018,English Language Learners,s,s,s,s,172,0.9885057471264368
06M018,Poverty,s,s,s,s,382,0.9670886075949368
06M018,Reside in temporary housing,s,s,s,s,92,0.9484536082474226
06M028,All Students,s,s,78,0.11676646706586827,560,0.8383233532934131
06M028,Attend school outside district of residence,s,s,21,0.21212121212121213,73,0.7373737373737373
06M028,English Language Learners,s,s,6,0.02643171806167401,208,0.9162995594713657
06M028,Poverty,s,s,78,0.11676646706586827,560,0.8383233532934131
06M028,Reside in temporary housing,s,s,31,0.12449799196787148,209,0.8393574297188755
06M028,Students with Disabilities,s,s,20,0.12738853503184713,135,0.8598726114649682
06M048,All Students,s,s,s,s,541,0.9609236234458259
06M048,Attend school outside district of residence,s,s,s,s,60,0.967741935483871
06M048,English Language Learners,s,s,s,s,175,0.9722222222222222
06M048,Poverty,s,s,s,s,513,0.9624765478424016
06M048,Reside in temporary housing,s,s,s,s,60,0.9375
06M048,Students with Disabilities,s,s,s,s,117,0.9669421487603306
06M052,All Students,s,s,18,0.043795620437956206,381,0.927007299270073
19K213,English Language Learners,s,s,s,s,16,0.5714285714285714
06M052,Attend school outside district of residence,s,s,s,s,61,0.953125
06M052,English Language Learners,s,s,s,s,125,0.9615384615384616
06M052,Poverty,s,s,18,0.043795620437956206,381,0.927007299270073
06M052,Reside in temporary housing,s,s,s,s,32,0.8648648648648649
06M052,Students with Disabilities,s,s,s,s,69,0.92
06M098,All Students,s,s,13,0.02490421455938697,489,0.9367816091954023
06M098,Attend school outside district of residence,s,s,s,s,36,0.972972972972973
06M098,English Language Learners,s,s,s,s,217,0.9559471365638766
06M098,Poverty,s,s,12,0.024489795918367346,459,0.936734693877551
06M098,Reside in temporary housing,s,s,s,s,73,0.9240506329113924
06M098,Students with Disabilities,s,s,s,s,98,0.9607843137254902
06M103,All Students,s,s,s,s,164,0.8078817733990148
06M103,Attend school outside district of residence,s,s,s,s,12,0.7058823529411765
06M103,English Language Learners,s,s,s,s,90,0.989010989010989
06M103,Poverty,s,s,s,s,164,0.8078817733990148
06M103,Reside in temporary housing,s,s,s,s,52,0.9811320754716981
06M103,Students with Disabilities,s,s,s,s,41,0.9318181818181818
06M115,All Students,s,s,6,0.011627906976744186,497,0.9631782945736435
06M115,Attend school outside district of residence,s,s,s,s,38,0.9743589743589743
06M115,English Language Learners,s,s,s,s,180,0.9782608695652174
06M115,Poverty,s,s,6,0.01195219123505976,483,0.9621513944223108
06M115,Reside in temporary housing,s,s,s,s,144,0.96
06M115,Students with Disabilities,s,s,s,s,72,0.972972972972973
06M128,All Students,s,s,18,0.033210332103321034,518,0.955719557195572
06M128,Attend school outside district of residence,s,s,s,s,54,0.9818181818181818
06M128,English Language Learners,s,s,s,s,177,0.9943820224719101
06M128,Poverty,s,s,18,0.03529411764705882,489,0.9588235294117647
06M128,Reside in temporary housing,s,s,s,s,109,0.9732142857142857
06M128,Students with Disabilities,s,s,6,0.0625,90,0.9375
06M132,All Students,s,s,s,s,433,0.981859410430839
06M132,Attend school outside district of residence,s,s,s,s,36,0.972972972972973
06M132,English Language Learners,s,s,s,s,202,1
06M132,Poverty,s,s,s,s,433,0.981859410430839
06M132,Reside in temporary housing,s,s,s,s,74,0.9736842105263158
